company_number,company_status,company_type,incorporation_date,dissolution_date,age_days,sic_primary,sic_sector,region,has_insolvency_history,has_charges,has_been_liquidated,office_in_dispute,undeliverable_address,officer_count,resigned_count,officer_turnover_rate,filing_count,accounts_count,confirmation_count,charge_count,outstanding_charges,charge_satisfaction_rate,psc_count,corporate_psc_count,dissolved
06675033,active,ltd,2008-08-18,2018-12-11,3767,41100,Construction/Transport,Buckinghamshire,0,1,0,0,0,5,3,0.6,41,9,10,1,0,1.0,1,0,0
06688256,active,ltd,2008-09-03,2013-11-12,1896,62090,Finance/Insurance,Lancashire,0,0,0,0,0,1,0,0.0,14,3,4,0,0,0.0,0,0,0
06743374,active,ltd,2008-11-06,2015-08-18,2476,51210,Retail/Trade,Teignmouth,0,0,0,0,0,2,0,0.0,17,5,6,0,0,0.0,0,0,0
SF001039,active,oversea-company,2009-05-15,,6202,,Unknown,Douglas,0,0,0,0,0,2,0,0.0,4,0,0,0,0,0.0,0,0,0
SF001001,active,oversea-company,2007-04-12,,6966,,Unknown,Edinburgh,0,0,0,0,0,8,0,0.0,3,0,0,0,0,0.0,0,0,0
SF000969,active,oversea-company,2006-01-01,,7432,,Unknown,Netherlands,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0,0
SF000972,active,oversea-company,2006-01-16,,7417,,Unknown,British Virgin Islands,0,0,0,0,0,20,18,0.9,66,16,5,0,0,0.0,0,0,0
SF001038,active,oversea-company,2008-02-27,,6645,,Unknown,Guernsey,0,0,0,0,0,3,0,0.0,4,0,0,0,0,0.0,0,0,0
SL005653,active,limited-partnership,2006-02-10,,7392,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0.0,0,0,0
SL005724,active,limited-partnership,2006-04-04,,7339,,Unknown,Unknown,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0.0,0,0,0
SL005706,active,limited-partnership,2006-03-17,,7357,,Unknown,Unknown,0,0,0,0,1,0,0,0.0,4,0,0,0,0,0.0,0,0,0
SL005699,active,limited-partnership,2006-03-17,,7357,,Unknown,Unknown,0,0,0,0,1,0,0,0.0,4,0,0,0,0,0.0,0,0,0
SL005708,active,limited-partnership,2006-03-17,,7357,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0.0,0,0,0
SL005637,active,limited-partnership,2006-01-27,,7406,,Unknown,Unknown,0,0,0,0,1,0,0,0.0,3,0,0,0,0,0.0,0,0,0
SL005697,active,limited-partnership,2006-03-09,,7365,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,4,0,0,0,0,0.0,0,0,0
SL005656,active,limited-partnership,2006-02-10,,7392,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0.0,0,0,0
SL005705,active,limited-partnership,2006-03-17,,7357,,Unknown,Unknown,0,0,0,0,1,0,0,0.0,4,0,0,0,0,0.0,0,0,0
SL005804,active,limited-partnership,2006-07-01,,7251,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,8,0,3,0,0,0.0,1,0,0
SL005629,active,limited-partnership,2006-01-10,,7423,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,20,0,2,0,0,0.0,3,2,0
SL005655,active,limited-partnership,2006-02-10,,7392,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0.0,0,0,0
SL005796,active,limited-partnership,2006-06-22,,7260,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,3,0,0,0,0,0.0,0,0,0
SL006147,active,limited-partnership,2007-07-12,,6875,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0.0,0,0,0
NI606237,active,ltd,2011-02-18,2012-06-15,483,,Unknown,Co. Down,0,0,0,0,0,2,2,1.0,7,0,0,0,0,0.0,0,0,0
NI607777,active,ltd,2011-06-08,2018-11-27,2729,45200,Construction/Transport,Armagh,0,0,0,0,0,3,1,0.333,21,4,6,0,0,0.0,1,0,0
NI607563,active,ltd,2011-05-24,2015-12-15,1666,70100,Real Estate/Business,County Antrim,0,1,0,0,0,11,5,0.455,38,3,3,2,2,0.0,0,0,0
NI618339,active,ltd,2013-05-10,2014-11-07,546,,Unknown,County Tyrone,0,0,0,0,0,1,0,0.0,5,0,0,0,0,0.0,0,0,0
NI625848,active,ltd,2014-07-28,2015-06-26,333,,Unknown,County Antrim,0,0,0,0,0,2,1,0.5,6,0,0,0,0,0.0,0,0,0
NI628743,active,ltd,2015-01-16,2019-02-19,1495,70221,Real Estate/Business,County Down,0,0,0,0,0,1,0,0.0,11,3,3,0,0,0.0,1,0,0
NL000106,active,limited-partnership,2015-01-08,,4138,,Unknown,Birmingham,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000173,active,limited-partnership,2015-10-20,,3853,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000226,active,limited-partnership,2015-12-02,,3810,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000151,active,limited-partnership,2015-04-27,,4029,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000219,active,limited-partnership,2015-11-12,,3830,,Unknown,Birmingham,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000077,active,limited-partnership,2014-05-02,,4389,,Unknown,Lisburn,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0,0
NL000121,active,limited-partnership,2015-03-11,,4076,,Unknown,Birmingham,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000069,active,limited-partnership,2011-08-19,,5376,,Unknown,Belfast,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0,0
NL000087,active,limited-partnership,2014-08-11,,4288,,Unknown,Lisburn,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0,0
NL000129,active,limited-partnership,2015-03-24,,4063,,Unknown,Birmingham,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0,0
NL000132,active,limited-partnership,2015-03-24,,4063,,Unknown,Birmingham,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0,0
NL000216,active,limited-partnership,2015-10-26,,3847,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000137,active,limited-partnership,2015-03-27,,4060,,Unknown,Birmingham,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000175,active,limited-partnership,2015-10-20,,3853,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000179,active,limited-partnership,2015-10-20,,3853,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000073,active,limited-partnership,2012-08-15,,5014,,Unknown,Antrim,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0,0
NL000145,active,limited-partnership,2015-04-13,,4043,,Unknown,Birmingham,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000113,active,limited-partnership,2015-02-05,,4110,,Unknown,Birmingham,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000188,active,limited-partnership,2015-10-20,,3853,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000161,active,limited-partnership,2015-08-17,,3917,,Unknown,Lisburn,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0,0
NL000205,active,limited-partnership,2015-10-20,,3853,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000176,active,limited-partnership,2015-10-20,,3853,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000143,active,limited-partnership,2015-04-13,,4043,,Unknown,Birmingham,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0,0
NL000181,active,limited-partnership,2015-10-20,,3853,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000184,active,limited-partnership,2015-10-20,,3853,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000090,active,limited-partnership,2014-08-11,,4288,,Unknown,Lisburn,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0,0
NL000187,active,limited-partnership,2015-10-20,,3853,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000191,active,limited-partnership,2015-10-20,,3853,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000125,active,limited-partnership,2015-03-11,,4076,,Unknown,Birmingham,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000190,active,limited-partnership,2015-10-20,,3853,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000128,active,limited-partnership,2015-03-24,,4063,,Unknown,Birmingham,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0,0
NL000180,active,limited-partnership,2015-10-20,,3853,,Unknown,"Belfast,",0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000110,active,limited-partnership,2015-01-26,,4120,,Unknown,Belfast,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000127,active,limited-partnership,2015-03-24,,4063,,Unknown,Birmingham,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000185,active,limited-partnership,2015-10-20,,3853,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
OC403303,active,llp,2015-12-07,2018-08-14,981,,Unknown,London,0,0,0,0,0,2,0,0.0,6,0,0,0,0,0.0,0,0,0
OC403391,active,llp,2015-12-10,,3802,,Unknown,Cwmbran,0,0,0,0,0,2,1,0.5,17,4,6,0,0,0.0,1,0,0
07763002,active,ltd,2011-09-05,2015-03-24,1296,84110,Public/Education/Health,London,0,0,0,0,0,3,2,0.667,28,2,2,0,0,0.0,0,0,0
07773576,active,ltd,2011-09-14,,5350,59112,Retail/Trade,London,0,0,0,0,0,3,1,0.333,13,0,2,0,0,0.0,1,0,0
07783188,active,ltd,2011-09-22,,5342,69109,Finance/Insurance,Cardiff,0,0,0,0,0,1,0,0.0,22,9,9,0,0,0.0,1,0,0
07785387,active,ltd,2011-09-23,2017-02-28,1985,82990,Public/Education/Health,London,0,0,0,0,0,1,0,0.0,20,2,4,0,0,0.0,0,0,0
07791078,active,private-limited-guarant-nsc,2011-09-29,2019-10-22,2945,37000,Manufacturing,Devon,0,0,0,0,0,12,7,0.583,35,7,7,0,0,0.0,0,0,0
07795943,active,ltd,2011-10-04,2015-08-04,1400,70229,Real Estate/Business,Dorset,0,0,0,0,0,1,0,0.0,10,3,3,0,0,0.0,0,0,0
07800438,active,ltd,2011-10-06,2013-05-21,593,,Unknown,London,0,0,0,0,0,2,0,0.0,4,0,0,0,0,0.0,0,0,0
07806235,active,ltd,2011-10-11,2017-08-08,2128,77110,Real Estate/Business,Wembley,0,0,0,0,0,1,0,0.0,21,4,6,0,0,0.0,1,0,0
07815650,active,ltd,2011-10-19,2015-06-23,1343,71122,Real Estate/Business,Lancashire,0,0,0,0,0,2,0,0.0,8,0,1,0,0,0.0,0,0,0
07839992,active,ltd,2011-11-09,2015-06-23,1322,82990,Public/Education/Health,London,0,0,0,0,0,1,0,0.0,9,2,2,0,0,0.0,0,0,0
07842735,active,ltd,2011-11-10,,5293,45310,Construction/Transport,London,0,0,0,0,0,3,0,0.0,39,13,12,0,0,0.0,2,0,0
07506342,active,ltd,2011-01-26,2015-08-18,1665,43390,Construction/Transport,Bromley,0,0,0,0,0,1,0,0.0,11,4,3,0,0,0.0,0,0,0
07512353,active,ltd,2011-02-01,2015-07-07,1617,47530,Construction/Transport,Cheshire,0,0,0,0,0,3,2,0.667,14,3,3,0,0,0.0,0,0,0
07515754,active,ltd,2011-02-03,2015-10-27,1727,74909,Real Estate/Business,London,0,0,0,0,0,4,3,0.75,25,4,4,0,0,0.0,0,0,0
07538322,active,ltd,2011-02-22,2018-07-31,2716,96090,Other Services,London,0,0,0,0,0,7,6,0.857,39,6,7,0,0,0.0,1,0,0
07538256,active,private-limited-guarant-nsc,2011-02-22,2015-06-16,1575,82912,Public/Education/Health,Dartford,0,0,0,0,0,2,0,0.0,11,2,3,0,0,0.0,0,0,0
07539116,active,ltd,2011-02-22,2015-06-16,1575,71111,Real Estate/Business,London,0,1,0,0,0,4,4,1.0,17,2,3,1,1,0.0,0,0,0
07584355,active,ltd,2011-03-30,2014-06-11,1169,29201,Manufacturing,West Midlands,1,0,1,0,0,3,1,0.333,18,1,1,0,0,0.0,0,0,0
07589782,active,ltd,2011-04-04,2015-08-11,1590,56302,Retail/Trade,Warrington,0,0,0,0,0,2,1,0.5,16,3,3,0,0,0.0,0,0,0
07593993,active,ltd,2011-04-06,2018-05-29,2610,70100,Real Estate/Business,Middx,0,1,0,0,0,3,0,0.0,26,8,6,1,1,0.0,1,0,0
07605672,active,ltd,2011-04-15,,5502,74201,Real Estate/Business,Southampton,0,0,0,0,0,2,1,0.5,28,9,10,0,0,0.0,1,0,0
07614219,active,ltd,2011-04-26,2014-04-01,1071,99999,Other Services,East Sussex,0,0,0,0,0,1,0,0.0,17,3,2,0,0,0.0,0,0,0
07617209,active,ltd,2011-04-28,2015-03-03,1405,49410,Construction/Transport,Lincolnshire,0,0,0,0,0,1,0,0.0,12,2,1,0,0,0.0,0,0,0
07886515,active,ltd,2011-12-19,2014-02-18,792,98000,Other Services,Bristol,0,0,0,0,0,1,0,0.0,6,0,1,0,0,0.0,0,0,0
07901194,active,ltd,2012-01-09,2021-05-18,3417,90030,Other Services,London,0,0,0,0,0,3,1,0.333,31,8,8,0,0,0.0,1,0,0
07909334,active,ltd,2012-01-13,2015-11-03,1390,56302,Retail/Trade,East Sussex,0,0,0,0,0,1,0,0.0,14,4,3,0,0,0.0,0,0,0
07947245,active,ltd,2012-02-13,2015-07-14,1247,74990,Real Estate/Business,Middlesex,0,0,0,0,0,1,0,0.0,9,2,2,0,0,0.0,0,0,0
07959995,active,ltd,2012-02-22,2015-04-07,1140,61900,Finance/Insurance,Cardiff,0,0,0,1,0,3,2,0.667,24,1,5,0,0,0.0,0,0,0
SL008529,active,limited-partnership,2011-01-25,,5582,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0.0,0,0,0
SL008639,active,limited-partnership,2011-02-11,,5565,,Unknown,South Lanarkshire,0,0,0,0,1,0,0,0.0,3,0,0,0,0,0.0,0,0,0
SL008676,active,limited-partnership,2011-02-16,,5560,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0.0,0,0,0
SL008612,active,limited-partnership,2011-02-10,,5566,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0.0,0,0,0
SL008643,active,limited-partnership,2011-02-11,,5565,,Unknown,South Lanarkshire,0,0,0,0,1,0,0,0.0,3,0,0,0,0,0.0,0,0,0
SL008624,active,limited-partnership,2011-02-11,,5565,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0.0,0,0,0
SL008601,active,limited-partnership,2011-02-09,,5567,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0.0,0,0,0
SL008750,active,limited-partnership,2011-03-09,,5539,,Unknown,Troon,0,0,0,0,1,0,0,0.0,13,0,2,0,0,0.0,1,0,0
SL008583,active,limited-partnership,2011-02-09,,5567,,Unknown,South Lanarkshire,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0.0,0,0,0
SL008925,active,limited-partnership,2011-05-06,,5481,,Unknown,Rosyth,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0.0,0,0,0
SL008745,active,limited-partnership,2011-03-07,,5541,,Unknown,South Lanarkshire,0,0,0,0,1,0,0,0.0,4,0,1,0,0,0.0,0,0,0
SL008691,active,limited-partnership,2011-02-18,,5558,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,9,0,5,0,0,0.0,1,1,0
SL008752,active,limited-partnership,2011-03-09,,5539,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0.0,0,0,0
SL008769,active,limited-partnership,2011-03-23,,5525,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0.0,0,0,0
SL008787,active,limited-partnership,2011-03-30,,5518,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0.0,0,0,0
SL008520,active,limited-partnership,2011-01-25,,5582,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0.0,0,0,0
SL008698,active,limited-partnership,2011-03-01,,5547,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,3,0,0,0,0,0.0,0,0,0
SL008834,active,limited-partnership,2011-04-07,,5510,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0.0,0,0,0
SL008855,active,limited-partnership,2011-04-19,,5498,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0.0,0,0,0
SL008651,active,limited-partnership,2011-02-16,,5560,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,10,0,3,0,0,0.0,0,0,0
SL008531,active,limited-partnership,2011-01-25,,5582,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0.0,0,0,0
SL008654,active,limited-partnership,2011-02-16,,5560,,Unknown,South Lanarkshire,0,0,0,0,1,0,0,0.0,3,0,0,0,0,0.0,0,0,0
SL008839,active,limited-partnership,2011-04-07,,5510,,Unknown,Glasgow,0,0,0,0,1,0,0,0.0,4,0,1,0,0,0.0,1,0,0
SL008764,active,limited-partnership,2011-03-18,,5530,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0.0,0,0,0
SL008799,active,limited-partnership,2011-04-06,,5511,,Unknown,Douglas,0,0,0,0,1,0,0,0.0,3,0,0,0,0,0.0,0,0,0
SL008805,active,limited-partnership,2011-04-06,,5511,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0.0,0,0,0
SL008747,active,limited-partnership,2011-03-07,,5541,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,11,0,3,0,0,0.0,2,0,0
SL008533,active,limited-partnership,2011-01-25,,5582,,Unknown,South Lanarkshire,0,0,0,0,1,0,0,0.0,3,0,0,0,0,0.0,0,0,0
SL008585,active,limited-partnership,2011-02-09,,5567,,Unknown,Edinburgh,0,0,0,0,1,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NI655439,active,ltd,2018-09-03,2019-12-17,470,56102,Retail/Trade,Belfast,0,0,0,0,0,1,0,0.0,5,0,0,0,0,0.0,1,0,0
12549088,active,ltd,2020-04-06,,2223,70229,Real Estate/Business,Northumberland,0,0,0,0,0,2,1,0.5,17,3,3,0,0,0.0,1,0,0
NI665319,active,ltd,2019-10-23,2020-09-22,335,93130,Other Services,Belfast,0,0,0,0,0,1,0,0.0,5,0,0,0,0,0.0,1,0,0
NI668027,active,ltd,2020-02-27,,2262,93130,Other Services,Coleraine,0,0,0,0,0,1,0,0.0,8,3,4,0,0,0.0,1,0,0
NI671744,active,ltd,2020-08-13,2022-09-27,775,45200,Construction/Transport,Derry,0,0,0,0,0,1,0,0.0,9,0,2,0,0,0.0,1,0,0
NL000228,active,limited-partnership,2016-01-08,,3773,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000305,active,limited-partnership,2017-03-29,,3327,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000331,active,limited-partnership,2017-06-06,,3258,,Unknown,Birmingham,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000335,active,limited-partnership,2017-06-08,,3256,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000590,active,limited-partnership,2018-02-08,,3011,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000229,active,limited-partnership,2016-01-08,,3773,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000241,active,limited-partnership,2016-04-19,,3671,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000408,active,limited-partnership,2017-07-21,,3213,,Unknown,Lisburn,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0,0
NL000312,active,limited-partnership,2017-04-11,,3314,,Unknown,Belfast,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0,0
NL000403,active,limited-partnership,2017-07-14,,3220,,Unknown,"Belfast,",0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000357,active,limited-partnership,2017-06-29,,3235,,Unknown,County Down,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000378,active,limited-partnership,2017-07-14,,3220,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000468,active,limited-partnership,2017-08-16,,3187,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000479,active,limited-partnership,2017-08-21,,3182,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000633,active,limited-partnership,2018-03-13,,2978,,Unknown,Belfast,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000385,active,limited-partnership,2017-07-14,,3220,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000310,active,limited-partnership,2017-04-10,,3315,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000328,active,limited-partnership,2017-05-26,,3269,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000532,active,limited-partnership,2017-10-26,,3116,,Unknown,Lisburn,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0,0
NL000396,active,limited-partnership,2017-07-14,,3220,,Unknown,"Belfast,",0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000244,active,limited-partnership,2016-06-15,,3614,,Unknown,Bangor,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0,0
NL000250,active,limited-partnership,2016-08-23,,3545,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000257,active,limited-partnership,2016-09-20,,3517,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000293,active,limited-partnership,2017-03-16,,3340,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000297,active,limited-partnership,2017-03-24,,3332,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000300,active,limited-partnership,2017-03-29,,3327,,Unknown,"Belfast,",0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000307,active,limited-partnership,2017-03-29,,3327,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000326,active,limited-partnership,2017-05-26,,3269,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000442,active,limited-partnership,2017-08-15,,3188,,Unknown,Northern Ireland,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000505,active,limited-partnership,2017-09-25,,3147,,Unknown,Belfast,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000514,active,limited-partnership,2017-10-06,,3136,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000295,active,limited-partnership,2017-03-24,,3332,,Unknown,County Down,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0,0
NL000381,active,limited-partnership,2017-07-14,,3220,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000231,active,limited-partnership,2016-01-08,,3773,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000245,active,limited-partnership,2016-06-16,,3613,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000276,active,limited-partnership,2017-01-27,,3388,,Unknown,"Belfast,",0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000324,active,limited-partnership,2017-04-26,,3299,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000346,active,limited-partnership,2017-06-23,,3241,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000449,active,limited-partnership,2017-08-15,,3188,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000470,active,limited-partnership,2017-08-17,,3186,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000609,active,limited-partnership,2018-02-26,,2993,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000387,active,limited-partnership,2017-07-14,,3220,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000475,active,limited-partnership,2017-08-17,,3186,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000506,active,limited-partnership,2017-09-25,,3147,,Unknown,Co Antrim,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000527,active,limited-partnership,2017-10-24,,3118,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000543,active,limited-partnership,2017-11-20,,3091,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000243,active,limited-partnership,2016-05-18,,3642,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000260,active,limited-partnership,2016-10-17,,3490,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000270,active,limited-partnership,2016-11-21,,3455,,Unknown,Belfast,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0,0
NL000327,active,limited-partnership,2017-05-26,,3269,,Unknown,County Down,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0,0
NL000382,active,limited-partnership,2017-07-14,,3220,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000369,active,limited-partnership,2017-07-14,,3220,,Unknown,Northern Ireland,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000351,active,limited-partnership,2017-06-23,,3241,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000359,active,limited-partnership,2017-06-30,,3234,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000361,active,limited-partnership,2017-06-30,,3234,,Unknown,County Down,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0,0
