company_number,company_status,company_type,incorporation_date,dissolution_date,age_days,sic_primary,sic_sector,region,has_insolvency_history,has_charges,has_been_liquidated,office_in_dispute,undeliverable_address,officer_count,resigned_count,officer_turnover_rate,filing_count,accounts_count,confirmation_count,charge_count,outstanding_charges,charge_satisfaction_rate,psc_count,corporate_psc_count,dissolved
NI635744,dissolved,ltd,2016-01-12,2019-05-28,1232,43999,Construction/Transport,Omagh,0,0,0,0,0,2,1,0.5,9,1,2,0,0,0.0,2,0,1
NI637179,dissolved,ltd,2016-03-18,2017-08-22,522,,Unknown,Belfast,0,0,0,0,0,1,0,0.0,3,0,0,0,0,0.0,0,0,1
NI637216,dissolved,ltd,2016-03-21,2022-07-19,2311,81100,Public/Education/Health,Ballyclare,0,0,0,0,0,2,1,0.5,19,5,6,0,0,0.0,1,0,1
NI637681,dissolved,ltd,2016-04-11,2022-04-19,2199,70229,Real Estate/Business,Londonderry,0,0,0,0,0,1,0,0.0,13,4,5,0,0,0.0,1,0,1
NI635995,dissolved,ltd,2016-01-25,2017-07-04,526,,Unknown,Banbridge,0,0,0,0,0,1,0,0.0,3,0,0,0,0,0.0,0,0,1
NI636044,dissolved,ltd,2016-01-27,2018-07-03,888,63990,Finance/Insurance,Antrim,0,0,0,0,0,3,1,0.333,7,1,1,0,0,0.0,2,0,1
NI636665,dissolved,ltd,2016-02-25,2022-09-07,2386,62090,Finance/Insurance,Belfast,1,0,0,0,0,1,0,0.0,20,4,4,0,0,0.0,4,0,1
NI636758,dissolved,ltd,2016-02-29,2018-10-30,974,86900,Public/Education/Health,Armagh,0,0,0,0,0,1,0,0.0,12,2,3,0,0,0.0,0,0,1
NI636361,dissolved,ltd,2016-02-10,2017-07-18,524,,Unknown,County Down,0,0,0,0,0,2,0,0.0,3,0,0,0,0,0.0,0,0,1
NI637218,dissolved,ltd,2016-03-21,2018-05-15,785,47910,Construction/Transport,Antrim,0,0,0,0,0,2,0,0.0,4,0,1,0,0,0.0,1,0,1
NI635620,dissolved,ltd,2016-01-05,2018-07-17,924,79901,Real Estate/Business,Portrush,0,0,0,0,0,2,1,0.5,8,1,2,0,0,0.0,1,0,1
NI635689,dissolved,private-limited-guarant-nsc,2016-01-08,2023-10-03,2825,84110,Public/Education/Health,Omagh,0,0,0,0,0,37,13,0.351,46,6,7,0,0,0.0,0,0,1
NI635813,dissolved,ltd,2016-01-14,2017-06-20,523,,Unknown,County Londonderry,0,0,0,0,0,1,0,0.0,3,0,0,0,0,0.0,0,0,1
NI635870,dissolved,ltd,2016-01-18,2023-03-14,2612,90010,Other Services,Belfast,0,0,0,0,0,1,0,0.0,18,6,7,0,0,0.0,1,0,1
NI635986,dissolved,ltd,2016-01-25,2017-06-06,498,99999,Other Services,County Armagh,0,0,0,0,0,1,0,0.0,5,0,1,0,0,0.0,1,0,1
NI636008,dissolved,ltd,2016-01-25,2017-07-04,526,,Unknown,Down,0,0,0,0,0,2,0,0.0,3,0,0,0,0,0.0,0,0,1
NI636421,dissolved,ltd,2016-02-12,2017-07-18,522,,Unknown,County Tyrone,0,0,0,0,0,1,0,0.0,3,0,0,0,0,0.0,0,0,1
NI635723,dissolved,ltd,2016-01-11,2019-04-23,1198,93290,Other Services,County Antrim,0,0,0,0,0,2,0,0.0,11,1,2,0,0,0.0,2,0,1
NI635735,dissolved,ltd,2016-01-11,2017-06-13,519,,Unknown,Co. Tyrone,0,0,0,0,0,2,0,0.0,3,0,0,0,0,0.0,0,0,1
NI635595,dissolved,ltd,2016-01-04,2017-06-13,526,,Unknown,Belfast,0,0,0,0,0,2,0,0.0,3,0,0,0,0,0.0,0,0,1
NI635743,dissolved,ltd,2016-01-12,2016-09-13,245,,Unknown,Co Fermanagh,0,0,0,0,0,1,0,0.0,4,0,0,0,0,0.0,0,0,1
NI635677,dissolved,ltd,2016-01-07,2016-08-23,229,,Unknown,County Tyrone,0,0,0,0,0,2,0,0.0,4,0,0,0,0,0.0,0,0,1
NI636500,dissolved,ltd,2016-02-17,2017-07-25,524,,Unknown,County Tyrone,0,0,0,0,0,1,0,0.0,3,0,0,0,0,0.0,0,0,1
NI636571,dissolved,ltd,2016-02-22,2018-04-03,771,46190,Construction/Transport,Carrickfergus,0,0,0,0,0,1,0,0.0,5,0,1,0,0,0.0,0,0,1
NI636272,dissolved,ltd,2016-02-08,2018-02-27,750,80200,Public/Education/Health,Co. Londonderry,0,0,0,0,0,1,0,0.0,6,1,1,0,0,0.0,1,0,1
NI636578,dissolved,ltd,2016-02-22,2018-12-04,1016,59200,Retail/Trade,Strabane,0,0,0,0,0,1,0,0.0,8,1,2,0,0,0.0,1,0,1
NI636616,dissolved,ltd,2016-02-23,2018-05-29,826,42110,Construction/Transport,Derry,0,0,0,0,0,1,0,0.0,6,1,1,0,0,0.0,1,0,1
NI636376,dissolved,private-limited-guarant-nsc,2016-02-11,2020-03-24,1503,56290,Retail/Trade,Co Antrim,0,0,0,0,0,8,3,0.375,20,3,3,0,0,0.0,1,0,1
NI636196,dissolved,ltd,2016-02-03,2022-09-20,2421,96090,Other Services,Down,0,0,0,0,0,2,0,0.0,15,5,6,0,0,0.0,2,0,1
NI636221,dissolved,ltd,2016-02-04,2017-08-08,551,45112,Construction/Transport,County Down,0,0,0,0,0,1,0,0.0,5,0,1,0,0,0.0,1,0,1
NI637329,dissolved,ltd,2016-03-23,2020-09-22,1644,35110,Manufacturing,Belfast,0,0,0,0,0,6,1,0.167,13,3,3,0,0,0.0,0,0,1
NI637331,dissolved,private-limited-guarant-nsc,2016-03-23,2017-07-25,489,,Unknown,Co Antrim,0,0,0,0,0,4,0,0.0,4,0,0,0,0,0.0,0,0,1
NI637446,dissolved,ltd,2016-03-31,2017-09-05,523,,Unknown,County Antrim,0,0,0,0,0,2,0,0.0,3,0,0,0,0,0.0,0,0,1
NI636527,dissolved,ltd,2016-02-18,2017-06-06,474,62012,Finance/Insurance,Belfast,0,0,0,0,0,3,2,0.667,12,1,1,0,0,0.0,1,0,1
NI636653,dissolved,ltd,2016-02-24,2017-08-01,524,,Unknown,Antrim,0,0,0,0,0,1,0,0.0,3,0,0,0,0,0.0,0,0,1
NI636678,dissolved,ltd,2016-02-25,2017-08-01,523,,Unknown,County Antrim,0,0,0,0,0,1,0,0.0,3,0,0,0,0,0.0,0,0,1
NI636496,dissolved,private-limited-guarant-nsc,2016-02-17,2022-03-08,2211,93290,Other Services,Belfast,1,0,0,0,0,4,2,0.5,13,0,1,0,0,0.0,1,0,1
NI636782,dissolved,ltd,2016-03-01,2018-07-10,861,,Unknown,Belfast,0,0,0,0,0,1,0,0.0,5,0,0,0,0,0.0,0,0,1
NI636802,dissolved,ltd,2016-03-02,2017-08-08,524,,Unknown,County Antrim,0,0,0,0,0,2,1,0.5,8,0,0,0,0,0.0,0,0,1
NI636505,dissolved,ltd,2016-02-18,2019-01-15,1062,62012,Finance/Insurance,Bangor,0,0,0,0,0,1,0,0.0,8,1,2,0,0,0.0,1,0,1
NI636600,dissolved,ltd,2016-02-23,2017-08-01,525,,Unknown,Bangor,0,0,0,0,0,2,0,0.0,3,0,0,0,0,0.0,0,0,1
NI636194,dissolved,ltd,2016-02-03,2017-07-11,524,,Unknown,County Antrim,0,0,0,0,0,2,0,0.0,3,0,0,0,0,0.0,0,0,1
NI636596,dissolved,ltd,2016-02-23,2017-08-01,525,,Unknown,County Antrim,0,0,0,0,0,1,0,0.0,4,0,0,0,0,0.0,0,0,1
NI636603,dissolved,ltd,2016-02-23,2017-08-01,525,,Unknown,Antrim,0,0,0,0,0,2,0,0.0,3,0,0,0,0,0.0,0,0,1
NI636604,dissolved,ltd,2016-02-23,2018-04-24,791,70229,Real Estate/Business,Co. Antrim,0,0,0,0,0,1,0,0.0,7,2,1,0,0,0.0,1,0,1
NI636306,dissolved,ltd,2016-02-09,2017-04-25,441,47910,Construction/Transport,County Down,0,0,0,0,0,2,0,0.0,8,0,2,0,0,0.0,1,0,1
NI636373,dissolved,ltd,2016-02-11,2017-05-30,474,,Unknown,County Antrim,0,0,0,0,0,2,0,0.0,4,0,0,0,0,0.0,0,0,1
NI636528,dissolved,ltd,2016-02-18,2017-05-02,439,,Unknown,Armagh,0,0,0,0,0,1,0,0.0,4,0,0,0,0,0.0,0,0,1
NI636625,dissolved,private-limited-guarant-nsc,2016-02-24,2017-06-13,475,,Unknown,Belfast,0,0,0,0,0,3,0,0.0,4,0,0,0,0,0.0,0,0,1
NI636353,dissolved,ltd,2016-02-10,2023-05-02,2638,56103,Retail/Trade,Belfast,0,0,0,0,0,1,0,0.0,14,5,6,0,0,0.0,1,0,1
NI636265,dissolved,ltd,2016-02-08,2023-05-16,2654,68320,Finance/Insurance,Co Down,0,0,0,0,0,1,0,0.0,18,6,9,0,0,0.0,1,0,1
NI636567,dissolved,ltd,2016-02-22,2017-07-25,519,,Unknown,County Tyrone,0,0,0,0,0,1,0,0.0,5,1,0,0,0,0.0,0,0,1
NI636477,dissolved,ltd,2016-02-17,2018-07-24,888,47540,Construction/Transport,Carrickfergus,0,0,0,0,0,1,0,0.0,5,1,1,0,0,0.0,1,0,1
NI636490,dissolved,ltd,2016-02-17,2018-06-19,853,74909,Real Estate/Business,Portadown,0,0,0,0,0,1,0,0.0,7,1,2,0,0,0.0,1,0,1
NI636663,dissolved,ltd,2016-02-25,2017-08-01,523,,Unknown,Antrim,0,0,0,0,0,2,0,0.0,3,0,0,0,0,0.0,0,0,1
NI636543,dissolved,ltd,2016-02-19,2018-04-10,781,31020,Manufacturing,Londonderry,0,0,0,0,0,1,0,0.0,7,0,1,0,0,0.0,0,0,1
NI636592,dissolved,ltd,2016-02-22,2018-10-16,967,56102,Retail/Trade,Antrim,0,0,0,0,0,2,0,0.0,7,1,1,0,0,0.0,1,0,1
NI636729,dissolved,ltd,2016-02-29,2023-05-30,2647,99999,Other Services,County Londonderry,0,0,0,0,0,4,1,0.25,19,6,7,0,0,0.0,1,0,1
NI636817,dissolved,ltd,2016-03-02,2019-05-14,1168,32990,Manufacturing,Newry,0,0,0,0,0,3,0,0.0,6,1,2,0,0,0.0,1,0,1
NI636891,dissolved,ltd,2016-03-04,2017-07-18,501,,Unknown,Co. Antrim,0,0,0,0,0,1,0,0.0,4,0,0,0,0,0.0,0,0,1
NI636892,dissolved,ltd,2016-03-04,2017-08-08,522,,Unknown,Newry,0,0,0,0,0,1,0,0.0,3,0,0,0,0,0.0,0,0,1
NI637135,dissolved,ltd,2016-03-16,2019-05-21,1161,68100,Finance/Insurance,Bangor,0,0,0,0,0,1,0,0.0,9,1,2,0,0,0.0,1,0,1
NI637293,dissolved,ltd,2016-03-23,2020-10-06,1658,62090,Finance/Insurance,Belfast,0,0,0,0,0,1,0,0.0,18,3,4,0,0,0.0,1,0,1
NI637470,dissolved,ltd,2016-03-31,2020-01-21,1391,41100,Construction/Transport,Londonderry,0,0,0,0,0,3,2,0.667,19,3,5,0,0,0.0,1,0,1
NI637521,dissolved,ltd,2016-04-04,2017-09-12,526,,Unknown,County Armagh,0,0,0,0,0,2,0,0.0,3,0,0,0,0,0.0,0,0,1
NI637358,dissolved,ltd,2016-03-24,2018-07-10,838,28302,Manufacturing,Belfast,0,0,0,0,0,2,0,0.0,7,1,2,0,0,0.0,1,0,1
NI637362,dissolved,ltd,2016-03-24,2018-07-10,838,28302,Manufacturing,Belfast,0,0,0,0,0,2,0,0.0,7,1,2,0,0,0.0,1,0,1
NI636769,dissolved,ltd,2016-03-01,2017-08-01,518,,Unknown,Belfast,0,0,0,0,0,1,0,0.0,3,0,0,0,0,0.0,0,0,1
NI636786,dissolved,ltd,2016-03-01,2019-05-21,1176,74909,Real Estate/Business,N Ireland,0,0,0,0,0,3,2,0.667,12,1,2,0,0,0.0,3,0,1
NI636695,dissolved,ltd,2016-02-26,2019-01-08,1047,47599,Construction/Transport,County Londonderry,0,0,0,0,0,1,0,0.0,9,1,2,0,0,0.0,1,0,1
NI636818,dissolved,ltd,2016-03-02,2017-02-28,363,,Unknown,Newtownabbey,0,0,0,0,0,1,0,0.0,4,0,0,0,0,0.0,0,0,1
NI636900,dissolved,ltd,2016-03-07,2018-05-15,799,68320,Finance/Insurance,Belfast,0,0,0,0,0,2,1,0.5,7,0,1,0,0,0.0,1,0,1
NI636945,dissolved,ltd,2016-03-08,2016-11-22,259,,Unknown,County Down,0,0,0,0,0,5,0,0.0,4,0,0,0,0,0.0,0,0,1
NI637314,dissolved,ltd,2016-03-23,2017-08-22,517,,Unknown,County Armagh,0,0,0,0,0,2,0,0.0,3,0,0,0,0,0.0,0,0,1
NI637444,dissolved,ltd,2016-03-31,2019-09-10,1258,78109,Real Estate/Business,Belfast,0,0,0,0,0,1,0,0.0,7,2,2,0,0,0.0,1,0,1
NI637190,dissolved,ltd,2016-03-18,2021-08-10,1971,99999,Other Services,Antrim,0,0,0,0,0,3,2,0.667,20,4,4,0,0,0.0,2,1,1
NI637403,dissolved,ltd,2016-03-29,2017-08-29,518,,Unknown,Belfast,0,0,0,0,0,1,0,0.0,3,0,0,0,0,0.0,0,0,1
NI637448,dissolved,ltd,2016-03-31,2023-05-30,2616,33140,Manufacturing,County Antrim,0,0,0,0,0,2,0,0.0,20,5,6,0,0,0.0,2,0,1
