age_days,has_insolvency_history,has_charges,has_been_liquidated,office_in_dispute,undeliverable_address,officer_count,officer_turnover_rate,filing_count,charge_count,outstanding_charges,charge_satisfaction_rate,psc_count,corporate_psc_count,dissolved,sic_missing,company_type_llp,company_type_ltd,company_type_oversea-company,company_type_private-limited-guarant-nsc,company_type_private-limited-guarant-nsc-limited-exemption,company_type_private-unlimited,sic_sector_Construction/Transport,sic_sector_Finance/Insurance,sic_sector_Manufacturing,sic_sector_Other Services,sic_sector_Public/Education/Health,sic_sector_Real Estate/Business,sic_sector_Retail/Trade,sic_sector_Unknown,region_clean_County Armagh,region_clean_County Down,region_clean_County Fermanagh,region_clean_County Londonderry,region_clean_County Tyrone,region_clean_England Other,region_clean_International,region_clean_London/SE England,region_clean_Other,region_clean_Scotland,region_clean_Unknown/NI,region_clean_Wales
3239,0,0,0,0,0,2,0.5,26,0,0,0.0,1,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5779,0,0,0,0,0,2,0.0,4,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3106,0,1,0,0,0,8,0.625,46,1,0,1.0,3,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3704,0,0,0,0,0,1,0.0,29,0,0,0.0,1,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6019,0,0,0,0,0,1,0.0,13,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4397,0,0,0,0,0,3,0.667,49,0,0,0.0,1,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2086,0,0,0,0,0,2,0.5,18,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5958,0,0,0,0,0,1,0.0,15,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2004,0,0,0,0,0,2,0.5,15,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2610,0,0,0,0,0,2,0.0,29,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2832,1,1,0,0,0,4,0.25,40,7,4,0.429,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1979,0,0,0,0,0,3,0.333,15,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1960,0,0,0,0,0,3,0.667,32,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1582,0,0,0,0,0,2,0.0,10,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
3841,0,0,0,0,0,3,0.333,31,0,0,0.0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
6328,0,0,0,0,0,2,1.0,19,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2126,0,1,0,0,0,4,0.75,35,1,1,0.0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3278,1,1,0,0,0,4,0.5,36,2,1,0.5,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6220,0,0,0,0,0,1,0.0,2,0,0,0.0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2268,0,0,0,0,0,1,0.0,16,0,0,0.0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2213,0,0,0,0,0,2,0.5,19,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3785,0,0,0,0,0,5,0.6,41,0,0,0.0,2,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1595,0,0,0,0,0,5,0.2,24,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6520,0,0,0,0,0,1,0.0,28,0,0,0.0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4236,0,1,0,0,0,6,0.667,44,1,1,0.0,1,1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6483,0,0,0,0,0,3,0.667,17,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6475,0,0,0,0,0,5,0.6,19,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2343,0,0,0,1,0,4,0.5,26,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3127,0,0,0,0,0,1,0.0,25,0,0,0.0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6433,0,0,0,0,0,3,0.0,1,0,0,0.0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3156,0,0,0,0,0,4,0.75,33,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2728,0,0,0,0,0,3,0.667,21,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1139,0,0,0,0,0,2,0.0,14,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2407,0,0,0,0,0,2,0.5,20,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2883,0,0,0,0,0,2,0.5,23,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2618,0,0,0,0,0,3,0.333,24,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2386,0,1,0,0,0,5,1.0,31,1,1,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1736,0,0,0,0,0,4,0.5,29,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6486,0,0,0,0,0,3,0.0,8,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4175,1,0,0,0,0,5,0.4,40,0,0,0.0,1,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3767,0,1,0,0,0,5,0.6,41,1,0,1.0,1,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1896,0,0,0,0,0,1,0.0,14,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2476,0,0,0,0,0,2,0.0,17,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
6202,0,0,0,0,0,2,0.0,4,0,0,0.0,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
6966,0,0,0,0,0,8,0.0,3,0,0,0.0,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
7432,0,0,0,0,0,0,0.0,4,0,0,0.0,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
7417,0,0,0,0,0,20,0.9,66,0,0,0.0,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
6645,0,0,0,0,0,3,0.0,4,0,0,0.0,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
7392,0,0,0,0,1,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
7339,0,0,0,0,1,0,0.0,0,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7357,0,0,0,0,1,0,0.0,4,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7357,0,0,0,0,1,0,0.0,4,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7357,0,0,0,0,1,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
7406,0,0,0,0,1,0,0.0,3,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7365,0,0,0,0,1,0,0.0,4,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
7392,0,0,0,0,1,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
7357,0,0,0,0,1,0,0.0,4,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7251,0,0,0,0,1,0,0.0,8,0,0,0.0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
7423,0,0,0,0,1,0,0.0,20,0,0,0.0,3,2,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
7392,0,0,0,0,1,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
7260,0,0,0,0,1,0,0.0,3,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
6875,0,0,0,0,1,0,0.0,0,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
483,0,0,0,0,0,2,1.0,7,0,0,0.0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2729,0,0,0,0,0,3,0.333,21,0,0,0.0,1,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1666,0,1,0,0,0,11,0.455,38,2,2,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
546,0,0,0,0,0,1,0.0,5,0,0,0.0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
333,0,0,0,0,0,2,0.5,6,0,0,0.0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1495,0,0,0,0,0,1,0.0,11,0,0,0.0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4138,0,0,0,0,0,0,0.0,3,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3853,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
3810,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
4029,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
3830,0,0,0,0,0,0,0.0,3,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
4389,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4076,0,0,0,0,0,0,0.0,3,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
5376,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4288,0,0,0,0,0,0,0.0,6,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4063,0,0,0,0,0,0,0.0,5,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
4063,0,0,0,0,0,0,0.0,4,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3847,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
4060,0,0,0,0,0,0,0.0,3,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3853,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
3853,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
5014,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4043,0,0,0,0,0,0,0.0,3,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
4110,0,0,0,0,0,0,0.0,3,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3853,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
3917,0,0,0,0,0,0,0.0,4,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
3853,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
3853,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
4043,0,0,0,0,0,0,0.0,4,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3853,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
3853,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
4288,0,0,0,0,0,0,0.0,6,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
3853,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
3853,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
4076,0,0,0,0,0,0,0.0,3,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3853,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
4063,0,0,0,0,0,0,0.0,4,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3853,0,0,0,0,0,0,0.0,3,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4120,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4063,0,0,0,0,0,0,0.0,3,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3853,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
981,0,0,0,0,0,2,0.0,6,0,0,0.0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
3802,0,0,0,0,0,2,0.5,17,0,0,0.0,1,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1296,0,0,0,0,0,3,0.667,28,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5350,0,0,0,0,0,3,0.333,13,0,0,0.0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
5342,0,0,0,0,0,1,0.0,22,0,0,0.0,1,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1985,0,0,0,0,0,1,0.0,20,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2945,0,0,0,0,0,12,0.583,35,0,0,0.0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1400,0,0,0,0,0,1,0.0,10,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
593,0,0,0,0,0,2,0.0,4,0,0,0.0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2128,0,0,0,0,0,1,0.0,21,0,0,0.0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1343,0,0,0,0,0,2,0.0,8,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1322,0,0,0,0,0,1,0.0,9,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5293,0,0,0,0,0,3,0.0,39,0,0,0.0,2,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1665,0,0,0,0,0,1,0.0,11,0,0,0.0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1617,0,0,0,0,0,3,0.667,14,0,0,0.0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1727,0,0,0,0,0,4,0.75,25,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2716,0,0,0,0,0,7,0.857,39,0,0,0.0,1,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1575,0,0,0,0,0,2,0.0,11,0,0,0.0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1575,0,1,0,0,0,4,1.0,17,1,1,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1169,1,0,1,0,0,3,0.333,18,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1590,0,0,0,0,0,2,0.5,16,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2610,0,1,0,0,0,3,0.0,26,1,1,0.0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5502,0,0,0,0,0,2,0.5,28,0,0,0.0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1071,0,0,0,0,0,1,0.0,17,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1405,0,0,0,0,0,1,0.0,12,0,0,0.0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
792,0,0,0,0,0,1,0.0,6,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3417,0,0,0,0,0,3,0.333,31,0,0,0.0,1,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1390,0,0,0,0,0,1,0.0,14,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1247,0,0,0,0,0,1,0.0,9,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1140,0,0,0,1,0,3,0.667,24,0,0,0.0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5582,0,0,0,0,1,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5565,0,0,0,0,1,0,0.0,3,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
5560,0,0,0,0,1,0,0.0,1,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5566,0,0,0,0,1,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5565,0,0,0,0,1,0,0.0,3,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
5565,0,0,0,0,1,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5567,0,0,0,0,1,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5539,0,0,0,0,1,0,0.0,13,0,0,0.0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
5567,0,0,0,0,1,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
5481,0,0,0,0,1,0,0.0,1,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
5541,0,0,0,0,1,0,0.0,4,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
5558,0,0,0,0,1,0,0.0,9,0,0,0.0,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5539,0,0,0,0,1,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5525,0,0,0,0,1,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5518,0,0,0,0,1,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5582,0,0,0,0,1,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5547,0,0,0,0,1,0,0.0,3,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5510,0,0,0,0,1,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5498,0,0,0,0,1,0,0.0,2,0,0,0.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
